task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11,task12,task13,task14,task15,task16,task17,task18,task19,task20,task21,task22,task23,task24,forward_transfer,backward_transfer,forgetting,time,t-1-l-1,t-1-l-2,t-1-l-3,t-1-l-4,t-1-l-5,t-1-l-6,t-1-l-7,t-1-l-8,t-1-l-9,t-1-l-10,t-1-l-11,t-1-l-12,t-2-l-1,t-2-l-2,t-2-l-3,t-2-l-4,t-2-l-5,t-2-l-6,t-2-l-7,t-2-l-8,t-2-l-9,t-2-l-10,t-2-l-11,t-2-l-12,t-3-l-1,t-3-l-2,t-3-l-3,t-3-l-4,t-3-l-5,t-3-l-6,t-3-l-7,t-3-l-8,t-3-l-9,t-3-l-10,t-3-l-11,t-3-l-12,t-4-l-1,t-4-l-2,t-4-l-3,t-4-l-4,t-4-l-5,t-4-l-6,t-4-l-7,t-4-l-8,t-4-l-9,t-4-l-10,t-4-l-11,t-4-l-12,t-5-l-1,t-5-l-2,t-5-l-3,t-5-l-4,t-5-l-5,t-5-l-6,t-5-l-7,t-5-l-8,t-5-l-9,t-5-l-10,t-5-l-11,t-5-l-12,t-6-l-1,t-6-l-2,t-6-l-3,t-6-l-4,t-6-l-5,t-6-l-6,t-6-l-7,t-6-l-8,t-6-l-9,t-6-l-10,t-6-l-11,t-6-l-12,t-7-l-1,t-7-l-2,t-7-l-3,t-7-l-4,t-7-l-5,t-7-l-6,t-7-l-7,t-7-l-8,t-7-l-9,t-7-l-10,t-7-l-11,t-7-l-12,t-8-l-1,t-8-l-2,t-8-l-3,t-8-l-4,t-8-l-5,t-8-l-6,t-8-l-7,t-8-l-8,t-8-l-9,t-8-l-10,t-8-l-11,t-8-l-12,t-9-l-1,t-9-l-2,t-9-l-3,t-9-l-4,t-9-l-5,t-9-l-6,t-9-l-7,t-9-l-8,t-9-l-9,t-9-l-10,t-9-l-11,t-9-l-12,t-10-l-1,t-10-l-2,t-10-l-3,t-10-l-4,t-10-l-5,t-10-l-6,t-10-l-7,t-10-l-8,t-10-l-9,t-10-l-10,t-10-l-11,t-10-l-12,t-11-l-1,t-11-l-2,t-11-l-3,t-11-l-4,t-11-l-5,t-11-l-6,t-11-l-7,t-11-l-8,t-11-l-9,t-11-l-10,t-11-l-11,t-11-l-12,t-12-l-1,t-12-l-2,t-12-l-3,t-12-l-4,t-12-l-5,t-12-l-6,t-12-l-7,t-12-l-8,t-12-l-9,t-12-l-10,t-12-l-11,t-12-l-12,t-13-l-1,t-13-l-2,t-13-l-3,t-13-l-4,t-13-l-5,t-13-l-6,t-13-l-7,t-13-l-8,t-13-l-9,t-13-l-10,t-13-l-11,t-13-l-12,t-14-l-1,t-14-l-2,t-14-l-3,t-14-l-4,t-14-l-5,t-14-l-6,t-14-l-7,t-14-l-8,t-14-l-9,t-14-l-10,t-14-l-11,t-14-l-12,t-15-l-1,t-15-l-2,t-15-l-3,t-15-l-4,t-15-l-5,t-15-l-6,t-15-l-7,t-15-l-8,t-15-l-9,t-15-l-10,t-15-l-11,t-15-l-12,t-16-l-1,t-16-l-2,t-16-l-3,t-16-l-4,t-16-l-5,t-16-l-6,t-16-l-7,t-16-l-8,t-16-l-9,t-16-l-10,t-16-l-11,t-16-l-12,t-17-l-1,t-17-l-2,t-17-l-3,t-17-l-4,t-17-l-5,t-17-l-6,t-17-l-7,t-17-l-8,t-17-l-9,t-17-l-10,t-17-l-11,t-17-l-12,t-18-l-1,t-18-l-2,t-18-l-3,t-18-l-4,t-18-l-5,t-18-l-6,t-18-l-7,t-18-l-8,t-18-l-9,t-18-l-10,t-18-l-11,t-18-l-12,t-19-l-1,t-19-l-2,t-19-l-3,t-19-l-4,t-19-l-5,t-19-l-6,t-19-l-7,t-19-l-8,t-19-l-9,t-19-l-10,t-19-l-11,t-19-l-12,t-20-l-1,t-20-l-2,t-20-l-3,t-20-l-4,t-20-l-5,t-20-l-6,t-20-l-7,t-20-l-8,t-20-l-9,t-20-l-10,t-20-l-11,t-20-l-12,t-21-l-1,t-21-l-2,t-21-l-3,t-21-l-4,t-21-l-5,t-21-l-6,t-21-l-7,t-21-l-8,t-21-l-9,t-21-l-10,t-21-l-11,t-21-l-12,t-22-l-1,t-22-l-2,t-22-l-3,t-22-l-4,t-22-l-5,t-22-l-6,t-22-l-7,t-22-l-8,t-22-l-9,t-22-l-10,t-22-l-11,t-22-l-12,t-23-l-1,t-23-l-2,t-23-l-3,t-23-l-4,t-23-l-5,t-23-l-6,t-23-l-7,t-23-l-8,t-23-l-9,t-23-l-10,t-23-l-11,t-23-l-12,t-24-l-1,t-24-l-2,t-24-l-3,t-24-l-4,t-24-l-5,t-24-l-6,t-24-l-7,t-24-l-8,t-24-l-9,t-24-l-10,t-24-l-11,t-24-l-12,seed,area,ptm,prob_l,prob_type,prob_all_tasks,info,eval_freq,fix_layers,fix_layers_n,feature_layers,feature_layers_n,dataset,filter_rate,model,lr,lr_scheduler,batch_size,n_epochs,freq_eval,use_gpu,pltf,buffer_size,minibatch_size,alpha
97.28,52.2,40.21,36.33,31.54,27.43,25.57,29.37,31.74,31.45,32.93,33.29,33.6,30.8,33.4,32.16,29.89,27.39,30.68,30.65,30.3,29.58,29.09,23.85,3.78,-34.67,34.67,6.62,5.06,28.4,28.79,27.63,33.85,47.86,91.05,95.33,96.89,96.5,96.89,94.94,6.93,16.14,18.09,22.18,21.33,28.78,42.59,71.81,86.07,85.29,80.63,75.71,5.26,12.02,13.72,15.02,17.99,29.28,53.09,76.92,85.55,86.15,82.69,83.05,8.05,10.23,11.31,14.11,17.29,25.63,53.32,68.52,81.94,82.61,78.91,75.53,7.38,8.63,9.49,13.54,17.86,25.19,47.72,64.65,80.66,80.98,76.59,67.08,7.25,7.75,9.92,14.66,19.33,25.39,44.23,58.65,76.91,75.82,67.72,54.06,7.12,7.04,9.17,12.69,18.5,22.91,46.07,57.98,72.58,71.97,67.26,46.7,7.36,7.03,8.41,11.64,19.5,25.09,49.22,58.97,73.7,73.86,66.08,47.62,9.0,8.71,11.59,13.54,24.9,29.48,55.08,61.02,75.41,75.38,64.73,55.79,8.65,7.62,9.37,11.59,23.33,28.58,51.97,59.34,74.25,73.71,66.48,54.3,9.16,7.9,10.28,13.66,24.81,29.76,56.15,62.95,74.35,73.09,64.23,55.47,8.73,7.41,10.34,15.0,26.35,31.59,55.51,64.42,75.77,74.06,58.03,48.47,7.96,7.08,10.99,14.76,22.31,29.24,52.33,60.92,74.98,71.31,55.69,54.27,8.21,6.25,11.32,16.58,24.07,29.3,50.47,60.79,74.98,72.41,57.76,50.65,7.97,5.87,8.11,15.19,21.54,28.24,51.7,62.54,76.13,72.53,58.85,52.05,9.52,8.0,9.85,14.76,21.7,29.48,51.96,63.65,77.33,72.96,55.95,52.66,8.64,7.46,9.77,13.5,19.6,26.98,49.95,58.42,73.9,71.84,54.09,45.39,8.41,8.09,10.99,15.13,21.49,26.76,52.58,60.91,73.62,72.23,57.51,43.77,8.3,8.0,10.35,16.66,23.58,28.76,51.25,59.94,74.51,74.38,55.03,39.07,8.68,8.05,11.33,15.82,24.86,29.53,48.65,57.58,71.7,70.2,53.61,25.43,8.57,7.79,10.75,15.52,24.58,32.02,50.96,59.61,73.48,73.44,59.02,31.54,8.15,7.55,9.59,15.25,24.63,30.0,49.89,57.9,74.91,74.48,56.54,39.85,7.86,7.35,9.5,15.28,25.69,30.8,51.31,61.86,76.23,75.76,60.44,33.57,7.72,7.3,10.19,15.29,25.23,32.48,51.71,63.81,76.96,74.47,54.32,38.25,0,NLP,roberta,-1,proto,True,e410_roberta_der_500,1,none,0,[11],1,seq-webred,1,der_nlp,1e-05,uniform,16,20,1,True,m,500,16,100.0
88.78,46.03,32.84,28.67,22.34,18.77,19.74,19.24,17.94,16.47,16.08,15.7,16.83,14.61,14.52,14.23,13.15,13.21,13.02,13.08,14.37,13.27,13.54,12.36,-0.68,-4.98,5.63,7.58,2.44,2.44,37.07,39.02,54.63,47.8,60.49,71.71,88.78,90.24,84.88,20.98,5.49,16.39,23.9,45.34,33.82,38.46,51.01,50.53,71.6,80.86,72.06,19.17,8.54,14.16,36.19,41.85,35.06,44.37,62.69,61.68,74.65,77.53,75.34,21.63,7.98,16.33,35.87,34.34,34.1,34.04,60.41,53.72,66.89,62.6,61.52,11.11,9.23,15.57,36.71,25.32,31.11,35.69,52.86,46.04,62.68,63.32,60.34,9.96,8.7,14.86,31.31,21.51,28.34,30.75,46.12,42.6,55.7,56.98,59.19,9.79,7.84,15.03,28.38,18.77,29.42,28.5,44.22,42.98,51.38,53.2,47.99,7.67,11.76,15.85,29.82,17.0,29.32,27.83,40.25,39.86,48.99,50.19,36.91,6.42,12.14,14.65,25.71,16.38,29.69,26.0,36.64,37.68,43.58,46.85,39.57,6.0,10.38,12.83,27.35,17.04,26.94,28.09,34.94,33.76,37.9,39.78,31.62,4.69,11.55,12.3,22.61,17.26,23.44,24.42,33.78,32.45,36.66,36.46,36.28,7.63,13.26,14.48,21.73,14.7,21.51,20.7,32.62,30.13,33.57,34.79,30.08,6.66,12.78,14.49,21.37,16.11,20.93,20.78,32.89,29.98,31.83,32.07,33.07,6.24,11.77,14.38,20.91,17.31,20.24,19.76,32.53,28.16,30.66,30.18,31.25,7.73,11.6,14.57,20.43,17.86,19.56,20.53,27.48,24.77,26.03,25.72,27.23,4.88,11.27,14.91,23.5,17.21,18.97,20.85,29.84,27.29,26.5,26.02,29.9,8.73,10.82,14.4,19.56,16.24,20.04,19.17,31.18,27.53,28.71,27.31,27.89,6.71,10.06,15.13,19.92,18.14,20.62,20.44,27.73,25.63,27.26,23.58,29.54,8.11,9.93,14.65,20.48,17.18,19.71,20.26,26.71,22.78,24.7,22.88,28.16,7.46,10.17,14.62,16.69,16.88,21.15,20.3,26.47,23.69,25.93,23.43,27.98,7.35,10.81,17.39,17.79,14.1,20.62,19.56,26.66,24.32,24.67,22.08,23.89,7.26,10.71,15.12,18.82,18.08,21.06,23.1,25.7,22.35,22.37,21.01,22.81,7.8,10.27,14.24,19.75,15.47,22.28,20.88,26.15,22.05,22.0,22.3,23.13,6.13,10.3,13.32,16.73,12.47,17.91,19.61,23.13,21.52,22.11,19.28,20.41,8.27,0,NLP,gpt2,-1,proto,True,e410_gpt2_der_500,1,none,0,[11],1,seq-webred,1,der_nlp,1e-05,uniform,16,20,1,True,m,500,16,100.0
