,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341
0,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11,task12,task13,task14,task15,task16,task17,task18,task19,task20,task21,task22,task23,task24,forward_transfer,backward_transfer,forgetting,time,t-1-l-1,t-1-l-2,t-1-l-3,t-1-l-4,t-1-l-5,t-1-l-6,t-1-l-7,t-1-l-8,t-1-l-9,t-1-l-10,t-1-l-11,t-1-l-12,t-2-l-1,t-2-l-2,t-2-l-3,t-2-l-4,t-2-l-5,t-2-l-6,t-2-l-7,t-2-l-8,t-2-l-9,t-2-l-10,t-2-l-11,t-2-l-12,t-3-l-1,t-3-l-2,t-3-l-3,t-3-l-4,t-3-l-5,t-3-l-6,t-3-l-7,t-3-l-8,t-3-l-9,t-3-l-10,t-3-l-11,t-3-l-12,t-4-l-1,t-4-l-2,t-4-l-3,t-4-l-4,t-4-l-5,t-4-l-6,t-4-l-7,t-4-l-8,t-4-l-9,t-4-l-10,t-4-l-11,t-4-l-12,t-5-l-1,t-5-l-2,t-5-l-3,t-5-l-4,t-5-l-5,t-5-l-6,t-5-l-7,t-5-l-8,t-5-l-9,t-5-l-10,t-5-l-11,t-5-l-12,t-6-l-1,t-6-l-2,t-6-l-3,t-6-l-4,t-6-l-5,t-6-l-6,t-6-l-7,t-6-l-8,t-6-l-9,t-6-l-10,t-6-l-11,t-6-l-12,t-7-l-1,t-7-l-2,t-7-l-3,t-7-l-4,t-7-l-5,t-7-l-6,t-7-l-7,t-7-l-8,t-7-l-9,t-7-l-10,t-7-l-11,t-7-l-12,t-8-l-1,t-8-l-2,t-8-l-3,t-8-l-4,t-8-l-5,t-8-l-6,t-8-l-7,t-8-l-8,t-8-l-9,t-8-l-10,t-8-l-11,t-8-l-12,t-9-l-1,t-9-l-2,t-9-l-3,t-9-l-4,t-9-l-5,t-9-l-6,t-9-l-7,t-9-l-8,t-9-l-9,t-9-l-10,t-9-l-11,t-9-l-12,t-10-l-1,t-10-l-2,t-10-l-3,t-10-l-4,t-10-l-5,t-10-l-6,t-10-l-7,t-10-l-8,t-10-l-9,t-10-l-10,t-10-l-11,t-10-l-12,t-11-l-1,t-11-l-2,t-11-l-3,t-11-l-4,t-11-l-5,t-11-l-6,t-11-l-7,t-11-l-8,t-11-l-9,t-11-l-10,t-11-l-11,t-11-l-12,t-12-l-1,t-12-l-2,t-12-l-3,t-12-l-4,t-12-l-5,t-12-l-6,t-12-l-7,t-12-l-8,t-12-l-9,t-12-l-10,t-12-l-11,t-12-l-12,t-13-l-1,t-13-l-2,t-13-l-3,t-13-l-4,t-13-l-5,t-13-l-6,t-13-l-7,t-13-l-8,t-13-l-9,t-13-l-10,t-13-l-11,t-13-l-12,t-14-l-1,t-14-l-2,t-14-l-3,t-14-l-4,t-14-l-5,t-14-l-6,t-14-l-7,t-14-l-8,t-14-l-9,t-14-l-10,t-14-l-11,t-14-l-12,t-15-l-1,t-15-l-2,t-15-l-3,t-15-l-4,t-15-l-5,t-15-l-6,t-15-l-7,t-15-l-8,t-15-l-9,t-15-l-10,t-15-l-11,t-15-l-12,t-16-l-1,t-16-l-2,t-16-l-3,t-16-l-4,t-16-l-5,t-16-l-6,t-16-l-7,t-16-l-8,t-16-l-9,t-16-l-10,t-16-l-11,t-16-l-12,t-17-l-1,t-17-l-2,t-17-l-3,t-17-l-4,t-17-l-5,t-17-l-6,t-17-l-7,t-17-l-8,t-17-l-9,t-17-l-10,t-17-l-11,t-17-l-12,t-18-l-1,t-18-l-2,t-18-l-3,t-18-l-4,t-18-l-5,t-18-l-6,t-18-l-7,t-18-l-8,t-18-l-9,t-18-l-10,t-18-l-11,t-18-l-12,t-19-l-1,t-19-l-2,t-19-l-3,t-19-l-4,t-19-l-5,t-19-l-6,t-19-l-7,t-19-l-8,t-19-l-9,t-19-l-10,t-19-l-11,t-19-l-12,t-20-l-1,t-20-l-2,t-20-l-3,t-20-l-4,t-20-l-5,t-20-l-6,t-20-l-7,t-20-l-8,t-20-l-9,t-20-l-10,t-20-l-11,t-20-l-12,t-21-l-1,t-21-l-2,t-21-l-3,t-21-l-4,t-21-l-5,t-21-l-6,t-21-l-7,t-21-l-8,t-21-l-9,t-21-l-10,t-21-l-11,t-21-l-12,t-22-l-1,t-22-l-2,t-22-l-3,t-22-l-4,t-22-l-5,t-22-l-6,t-22-l-7,t-22-l-8,t-22-l-9,t-22-l-10,t-22-l-11,t-22-l-12,t-23-l-1,t-23-l-2,t-23-l-3,t-23-l-4,t-23-l-5,t-23-l-6,t-23-l-7,t-23-l-8,t-23-l-9,t-23-l-10,t-23-l-11,t-23-l-12,t-24-l-1,t-24-l-2,t-24-l-3,t-24-l-4,t-24-l-5,t-24-l-6,t-24-l-7,t-24-l-8,t-24-l-9,t-24-l-10,t-24-l-11,t-24-l-12,seed,area,ptm,prob_l,prob_type,prob_all_tasks,info,eval_freq,fix_layers,fix_layers_n,feature_layers,feature_layers_n,dataset,filter_rate,model,lr,lr_scheduler,batch_size,n_epochs,freq_eval,use_gpu,pltf,buffer_size,minibatch_size,alpha,
1,97.28,52.2,40.21,36.33,31.54,27.43,25.57,29.37,31.74,31.45,32.93,33.29,33.6,30.8,33.4,32.16,29.89,27.39,30.68,30.65,30.3,29.58,29.09,23.85,3.78,-34.67,34.67,6.62,5.06,28.4,28.79,27.63,33.85,47.86,91.05,95.33,96.89,96.5,96.89,94.94,6.93,16.14,18.09,22.18,21.33,28.78,42.59,71.81,86.07,85.29,80.63,75.71,5.26,12.02,13.72,15.02,17.99,29.28,53.09,76.92,85.55,86.15,82.69,83.05,8.05,10.23,11.31,14.11,17.29,25.63,53.32,68.52,81.94,82.61,78.91,75.53,7.38,8.63,9.49,13.54,17.86,25.19,47.72,64.65,80.66,80.98,76.59,67.08,7.25,7.75,9.92,14.66,19.33,25.39,44.23,58.65,76.91,75.82,67.72,54.06,7.12,7.04,9.17,12.69,18.5,22.91,46.07,57.98,72.58,71.97,67.26,46.7,7.36,7.03,8.41,11.64,19.5,25.09,49.22,58.97,73.7,73.86,66.08,47.62,9.0,8.71,11.59,13.54,24.9,29.48,55.08,61.02,75.41,75.38,64.73,55.79,8.65,7.62,9.37,11.59,23.33,28.58,51.97,59.34,74.25,73.71,66.48,54.3,9.16,7.9,10.28,13.66,24.81,29.76,56.15,62.95,74.35,73.09,64.23,55.47,8.73,7.41,10.34,15.0,26.35,31.59,55.51,64.42,75.77,74.06,58.03,48.47,7.96,7.08,10.99,14.76,22.31,29.24,52.33,60.92,74.98,71.31,55.69,54.27,8.21,6.25,11.32,16.58,24.07,29.3,50.47,60.79,74.98,72.41,57.76,50.65,7.97,5.87,8.11,15.19,21.54,28.24,51.7,62.54,76.13,72.53,58.85,52.05,9.52,8.0,9.85,14.76,21.7,29.48,51.96,63.65,77.33,72.96,55.95,52.66,8.64,7.46,9.77,13.5,19.6,26.98,49.95,58.42,73.9,71.84,54.09,45.39,8.41,8.09,10.99,15.13,21.49,26.76,52.58,60.91,73.62,72.23,57.51,43.77,8.3,8.0,10.35,16.66,23.58,28.76,51.25,59.94,74.51,74.38,55.03,39.07,8.68,8.05,11.33,15.82,24.86,29.53,48.65,57.58,71.7,70.2,53.61,25.43,8.57,7.79,10.75,15.52,24.58,32.02,50.96,59.61,73.48,73.44,59.02,31.54,8.15,7.55,9.59,15.25,24.63,30.0,49.89,57.9,74.91,74.48,56.54,39.85,7.86,7.35,9.5,15.28,25.69,30.8,51.31,61.86,76.23,75.76,60.44,33.57,7.72,7.3,10.19,15.29,25.23,32.48,51.71,63.81,76.96,74.47,54.32,38.25,0,NLP,roberta,-1,proto,True,e410_roberta_der_500,1,none,0,[11],1,seq-webred,1,der_nlp,1e-05,uniform,16,20,1,True,m,500,16,100.0,
2,88.78,46.03,32.84,28.67,22.34,18.77,19.74,19.24,17.94,16.47,16.08,15.7,16.83,14.61,14.52,14.23,13.15,13.21,13.02,13.08,14.37,13.27,13.54,12.36,-0.68,-4.98,5.63,7.58,2.44,2.44,37.07,39.02,54.63,47.8,60.49,71.71,88.78,90.24,84.88,20.98,5.49,16.39,23.9,45.34,33.82,38.46,51.01,50.53,71.6,80.86,72.06,19.17,8.54,14.16,36.19,41.85,35.06,44.37,62.69,61.68,74.65,77.53,75.34,21.63,7.98,16.33,35.87,34.34,34.1,34.04,60.41,53.72,66.89,62.6,61.52,11.11,9.23,15.57,36.71,25.32,31.11,35.69,52.86,46.04,62.68,63.32,60.34,9.96,8.7,14.86,31.31,21.51,28.34,30.75,46.12,42.6,55.7,56.98,59.19,9.79,7.84,15.03,28.38,18.77,29.42,28.5,44.22,42.98,51.38,53.2,47.99,7.67,11.76,15.85,29.82,17.0,29.32,27.83,40.25,39.86,48.99,50.19,36.91,6.42,12.14,14.65,25.71,16.38,29.69,26.0,36.64,37.68,43.58,46.85,39.57,6.0,10.38,12.83,27.35,17.04,26.94,28.09,34.94,33.76,37.9,39.78,31.62,4.69,11.55,12.3,22.61,17.26,23.44,24.42,33.78,32.45,36.66,36.46,36.28,7.63,13.26,14.48,21.73,14.7,21.51,20.7,32.62,30.13,33.57,34.79,30.08,6.66,12.78,14.49,21.37,16.11,20.93,20.78,32.89,29.98,31.83,32.07,33.07,6.24,11.77,14.38,20.91,17.31,20.24,19.76,32.53,28.16,30.66,30.18,31.25,7.73,11.6,14.57,20.43,17.86,19.56,20.53,27.48,24.77,26.03,25.72,27.23,4.88,11.27,14.91,23.5,17.21,18.97,20.85,29.84,27.29,26.5,26.02,29.9,8.73,10.82,14.4,19.56,16.24,20.04,19.17,31.18,27.53,28.71,27.31,27.89,6.71,10.06,15.13,19.92,18.14,20.62,20.44,27.73,25.63,27.26,23.58,29.54,8.11,9.93,14.65,20.48,17.18,19.71,20.26,26.71,22.78,24.7,22.88,28.16,7.46,10.17,14.62,16.69,16.88,21.15,20.3,26.47,23.69,25.93,23.43,27.98,7.35,10.81,17.39,17.79,14.1,20.62,19.56,26.66,24.32,24.67,22.08,23.89,7.26,10.71,15.12,18.82,18.08,21.06,23.1,25.7,22.35,22.37,21.01,22.81,7.8,10.27,14.24,19.75,15.47,22.28,20.88,26.15,22.05,22.0,22.3,23.13,6.13,10.3,13.32,16.73,12.47,17.91,19.61,23.13,21.52,22.11,19.28,20.41,8.27,0,NLP,gpt2,-1,proto,True,e410_gpt2_der_500,1,none,0,[11],1,seq-webred,1,der_nlp,1e-05,uniform,16,20,1,True,m,500,16,100.0,
0,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11,task12,task13,task14,task15,task16,task17,task18,task19,task20,task21,task22,task23,task24,forward_transfer,backward_transfer,forgetting,time,t-1-l-1,t-1-l-2,t-1-l-3,t-1-l-4,t-1-l-5,t-1-l-6,t-1-l-7,t-1-l-8,t-1-l-9,t-1-l-10,t-1-l-11,t-1-l-12,t-2-l-1,t-2-l-2,t-2-l-3,t-2-l-4,t-2-l-5,t-2-l-6,t-2-l-7,t-2-l-8,t-2-l-9,t-2-l-10,t-2-l-11,t-2-l-12,t-3-l-1,t-3-l-2,t-3-l-3,t-3-l-4,t-3-l-5,t-3-l-6,t-3-l-7,t-3-l-8,t-3-l-9,t-3-l-10,t-3-l-11,t-3-l-12,t-4-l-1,t-4-l-2,t-4-l-3,t-4-l-4,t-4-l-5,t-4-l-6,t-4-l-7,t-4-l-8,t-4-l-9,t-4-l-10,t-4-l-11,t-4-l-12,t-5-l-1,t-5-l-2,t-5-l-3,t-5-l-4,t-5-l-5,t-5-l-6,t-5-l-7,t-5-l-8,t-5-l-9,t-5-l-10,t-5-l-11,t-5-l-12,t-6-l-1,t-6-l-2,t-6-l-3,t-6-l-4,t-6-l-5,t-6-l-6,t-6-l-7,t-6-l-8,t-6-l-9,t-6-l-10,t-6-l-11,t-6-l-12,t-7-l-1,t-7-l-2,t-7-l-3,t-7-l-4,t-7-l-5,t-7-l-6,t-7-l-7,t-7-l-8,t-7-l-9,t-7-l-10,t-7-l-11,t-7-l-12,t-8-l-1,t-8-l-2,t-8-l-3,t-8-l-4,t-8-l-5,t-8-l-6,t-8-l-7,t-8-l-8,t-8-l-9,t-8-l-10,t-8-l-11,t-8-l-12,t-9-l-1,t-9-l-2,t-9-l-3,t-9-l-4,t-9-l-5,t-9-l-6,t-9-l-7,t-9-l-8,t-9-l-9,t-9-l-10,t-9-l-11,t-9-l-12,t-10-l-1,t-10-l-2,t-10-l-3,t-10-l-4,t-10-l-5,t-10-l-6,t-10-l-7,t-10-l-8,t-10-l-9,t-10-l-10,t-10-l-11,t-10-l-12,t-11-l-1,t-11-l-2,t-11-l-3,t-11-l-4,t-11-l-5,t-11-l-6,t-11-l-7,t-11-l-8,t-11-l-9,t-11-l-10,t-11-l-11,t-11-l-12,t-12-l-1,t-12-l-2,t-12-l-3,t-12-l-4,t-12-l-5,t-12-l-6,t-12-l-7,t-12-l-8,t-12-l-9,t-12-l-10,t-12-l-11,t-12-l-12,t-13-l-1,t-13-l-2,t-13-l-3,t-13-l-4,t-13-l-5,t-13-l-6,t-13-l-7,t-13-l-8,t-13-l-9,t-13-l-10,t-13-l-11,t-13-l-12,t-14-l-1,t-14-l-2,t-14-l-3,t-14-l-4,t-14-l-5,t-14-l-6,t-14-l-7,t-14-l-8,t-14-l-9,t-14-l-10,t-14-l-11,t-14-l-12,t-15-l-1,t-15-l-2,t-15-l-3,t-15-l-4,t-15-l-5,t-15-l-6,t-15-l-7,t-15-l-8,t-15-l-9,t-15-l-10,t-15-l-11,t-15-l-12,t-16-l-1,t-16-l-2,t-16-l-3,t-16-l-4,t-16-l-5,t-16-l-6,t-16-l-7,t-16-l-8,t-16-l-9,t-16-l-10,t-16-l-11,t-16-l-12,t-17-l-1,t-17-l-2,t-17-l-3,t-17-l-4,t-17-l-5,t-17-l-6,t-17-l-7,t-17-l-8,t-17-l-9,t-17-l-10,t-17-l-11,t-17-l-12,t-18-l-1,t-18-l-2,t-18-l-3,t-18-l-4,t-18-l-5,t-18-l-6,t-18-l-7,t-18-l-8,t-18-l-9,t-18-l-10,t-18-l-11,t-18-l-12,t-19-l-1,t-19-l-2,t-19-l-3,t-19-l-4,t-19-l-5,t-19-l-6,t-19-l-7,t-19-l-8,t-19-l-9,t-19-l-10,t-19-l-11,t-19-l-12,t-20-l-1,t-20-l-2,t-20-l-3,t-20-l-4,t-20-l-5,t-20-l-6,t-20-l-7,t-20-l-8,t-20-l-9,t-20-l-10,t-20-l-11,t-20-l-12,t-21-l-1,t-21-l-2,t-21-l-3,t-21-l-4,t-21-l-5,t-21-l-6,t-21-l-7,t-21-l-8,t-21-l-9,t-21-l-10,t-21-l-11,t-21-l-12,t-22-l-1,t-22-l-2,t-22-l-3,t-22-l-4,t-22-l-5,t-22-l-6,t-22-l-7,t-22-l-8,t-22-l-9,t-22-l-10,t-22-l-11,t-22-l-12,t-23-l-1,t-23-l-2,t-23-l-3,t-23-l-4,t-23-l-5,t-23-l-6,t-23-l-7,t-23-l-8,t-23-l-9,t-23-l-10,t-23-l-11,t-23-l-12,t-24-l-1,t-24-l-2,t-24-l-3,t-24-l-4,t-24-l-5,t-24-l-6,t-24-l-7,t-24-l-8,t-24-l-9,t-24-l-10,t-24-l-11,t-24-l-12,seed,area,ptm,prob_l,prob_type,prob_all_tasks,info,eval_freq,require_proto,fix_layers,fix_layers_n,feature_layers,feature_layers_n,dataset,filter_rate,model,lr,lr_scheduler,batch_size,n_epochs,freq_eval,use_gpu,pltf,auto_layer,auto_feature,auto_current_task
1,82.97,60.68,48.87,30.59,30.02,27.57,25.82,21.6,23.85,13.87,22.96,18.93,17.79,19.74,18.52,21.34,12.48,26.91,20.89,16.72,16.6,20.1,16.3,13.1,2.7,-83.66,83.66,3.94,4.95,11.54,29.12,18.13,13.19,29.67,31.87,30.22,42.31,70.88,74.73,2.2,18.03,20.14,33.59,32.92,16.93,29.43,49.59,50.21,64.89,69.0,63.94,2.18,13.07,26.3,15.1,33.73,29.24,18.76,42.42,35.62,49.02,67.17,61.26,7.07,10.24,14.84,7.77,20.25,17.68,8.75,23.98,37.02,43.52,49.34,50.81,19.05,9.12,14.95,21.39,26.63,33.49,30.34,29.37,37.12,50.37,47.3,41.91,7.08,8.41,10.91,13.5,15.15,16.79,13.87,28.96,47.57,46.02,52.79,44.07,8.77,8.24,9.1,19.41,30.59,26.93,37.43,30.13,39.92,45.4,53.97,48.93,10.5,7.73,8.9,15.72,21.48,27.31,28.81,40.93,43.78,46.5,46.74,38.8,15.2,10.51,12.94,14.11,26.11,21.49,35.09,35.75,45.31,49.91,49.52,47.77,9.56,9.47,15.49,9.11,24.83,28.29,20.87,29.97,39.16,36.52,37.88,37.36,9.43,9.07,11.52,16.82,28.69,25.56,35.72,49.06,48.44,46.25,47.37,43.37,10.23,8.92,12.96,19.36,26.91,27.63,40.21,42.53,52.22,54.11,54.94,48.03,6.27,9.87,18.21,14.78,21.93,25.28,30.68,37.35,46.09,42.3,41.27,40.03,13.49,9.19,17.28,19.38,31.61,30.36,40.46,48.16,45.83,49.64,47.67,43.92,13.11,11.55,17.57,15.93,31.97,25.31,39.33,47.77,54.01,53.41,51.15,50.6,16.86,11.3,21.36,17.43,31.29,21.43,39.92,44.27,41.92,39.88,50.25,48.61,13.55,11.41,19.12,16.65,27.16,24.5,40.38,41.63,47.52,48.17,47.94,44.94,9.8,13.52,17.43,17.61,23.54,30.89,43.28,50.91,53.06,54.18,54.33,49.01,8.23,12.71,20.17,14.01,24.52,25.9,37.54,46.55,50.82,56.1,54.44,50.1,12.15,11.32,16.07,17.01,27.0,24.94,30.7,41.14,50.42,48.36,50.12,43.08,9.69,11.33,19.49,17.33,28.25,26.02,37.53,41.57,46.44,53.58,50.94,40.83,10.51,11.21,18.48,18.45,24.46,25.76,43.26,54.2,53.7,54.57,55.31,47.0,10.26,11.63,17.63,13.58,21.54,29.63,38.33,37.88,40.35,44.52,49.4,46.15,12.07,11.67,16.56,14.73,27.42,29.56,32.26,29.26,25.35,39.67,50.85,50.08,18.38,0,NLP,gpt2,-1,inst,True,e412_inst_gpt2_vnla,1,False,none,8,[11],-1,seq-webred,1.0,vanilla_nlp,1e-05,uniform,32,30,1,True,gp,False,False,False
2,98.12,48.81,62.48,29.84,27.18,27.95,21.88,22.0,15.3,19.93,22.81,19.55,16.34,26.22,21.15,24.69,24.42,20.42,20.16,19.21,23.68,21.89,18.34,17.21,-1.24,-82.91,82.91,4.16,8.75,14.37,16.56,11.25,10.94,17.5,87.5,95.62,97.5,98.12,98.12,98.12,6.76,10.66,12.05,10.33,9.49,14.59,54.1,86.13,86.58,82.94,81.13,82.29,5.54,8.56,8.3,8.22,8.17,17.39,46.22,69.62,72.23,62.97,58.62,64.65,6.22,7.98,7.35,10.5,9.38,17.94,70.21,75.9,71.56,69.97,68.58,77.13,6.38,6.27,5.84,12.12,9.45,19.12,63.6,70.49,71.37,70.59,65.88,63.92,7.82,8.42,8.37,12.85,10.64,25.69,70.43,68.71,63.79,66.68,65.28,64.86,7.89,7.1,7.42,7.77,10.11,28.94,70.07,78.7,76.54,75.35,74.71,69.97,10.4,9.92,10.23,12.77,15.83,25.1,70.86,76.29,69.83,66.72,68.01,62.33,10.09,8.53,8.36,11.82,14.91,27.37,67.44,72.52,69.3,64.91,65.0,59.09,9.04,8.02,8.24,11.81,14.31,25.5,65.75,66.64,61.57,58.31,59.36,58.13,9.01,11.44,13.26,15.34,16.73,29.02,66.77,74.32,69.52,70.0,68.21,66.46,9.88,15.82,15.56,19.0,24.59,35.5,69.17,69.73,68.22,66.71,63.29,60.21,9.88,14.59,14.81,16.87,25.51,43.13,72.56,71.56,73.3,69.71,70.26,66.38,10.75,14.7,14.18,19.58,29.4,47.39,70.54,74.45,72.77,70.56,68.54,62.94,10.44,13.96,12.15,17.13,21.51,39.35,71.99,76.02,74.15,73.2,73.94,68.09,10.59,13.33,12.84,19.55,25.58,39.12,71.84,72.91,67.1,69.41,68.61,52.56,10.32,13.04,12.6,20.61,26.59,40.72,70.4,66.88,64.77,61.28,60.1,57.42,9.87,12.49,12.61,20.43,24.64,40.28,72.95,70.73,69.97,68.93,63.24,60.25,10.32,13.01,12.83,17.24,25.52,43.41,72.52,75.75,73.24,70.53,64.21,61.05,11.03,13.21,13.82,20.45,29.92,43.5,73.12,74.31,71.6,68.33,66.74,63.67,10.58,12.84,12.99,16.89,26.21,46.92,73.59,76.56,73.89,73.27,72.04,70.63,10.83,12.38,12.54,18.0,24.93,39.53,73.91,72.98,69.76,68.56,68.23,66.0,10.1,11.99,12.41,16.12,21.94,39.87,74.67,76.2,73.46,68.54,66.49,61.85,9.94,11.63,12.2,16.66,24.15,45.81,75.92,73.23,71.23,69.26,65.21,60.39,0,NLP,roberta,-1,inst,True,e412_inst_roberta_vnla,1,False,none,8,[11],-1,seq-webred,1.0,vanilla_nlp,1e-05,uniform,32,30,1,True,gp,False,False,False
3,92.93,43.68,28.64,24.66,31.25,29.73,21.35,17.12,23.17,19.62,18.88,17.36,20.64,19.96,16.32,16.9,18.74,16.15,12.35,18.27,13.51,16.45,17.95,16.06,-0.75,-74.12,74.12,4.3,22.22,16.33,33.5,38.72,38.38,44.11,49.49,55.05,56.57,68.52,68.86,67.34,12.99,9.67,4.27,12.64,11.07,24.16,13.14,39.98,34.08,44.93,49.0,49.33,14.14,10.15,10.03,9.88,6.71,3.73,10.01,33.61,32.14,44.15,42.5,41.7,17.87,15.26,16.87,17.12,14.98,23.12,25.54,29.9,33.45,36.35,35.24,36.12,20.74,25.44,19.03,24.91,20.5,12.63,7.96,24.79,30.77,34.79,35.77,36.19,18.64,27.16,20.84,21.28,21.18,9.99,18.79,30.22,26.18,28.41,27.87,27.6,22.71,36.78,29.35,28.65,28.05,22.16,37.33,41.07,41.06,39.86,38.89,37.76,21.48,41.51,25.82,23.21,5.35,9.98,39.29,41.62,40.03,40.76,40.86,38.66,20.76,36.79,43.12,34.76,19.61,37.37,36.67,39.03,38.15,36.73,36.26,35.92,23.15,37.74,37.91,38.93,22.54,43.16,35.39,38.58,39.94,37.79,37.04,38.88,22.65,48.04,39.21,42.75,20.84,33.58,32.16,38.31,36.69,36.95,37.66,38.25,19.52,44.76,41.54,26.14,16.35,34.03,37.62,39.21,37.4,37.57,38.72,37.99,20.84,39.22,27.63,15.94,11.44,38.79,39.93,38.02,38.82,37.68,38.39,37.63,21.0,42.62,44.49,15.77,36.42,43.98,41.64,44.11,45.47,43.54,45.16,44.14,21.76,44.05,29.84,24.33,29.36,48.01,43.65,40.1,39.98,38.75,36.55,35.88,20.98,36.83,35.21,26.26,30.94,46.01,42.55,38.9,40.82,39.73,39.0,40.16,20.81,40.66,41.6,32.57,35.57,44.73,44.29,40.94,37.66,35.47,34.87,35.7,22.23,40.71,39.29,32.33,43.29,44.42,42.27,40.43,39.36,36.91,36.83,35.41,20.82,37.17,38.0,30.36,37.15,40.63,40.86,41.52,39.85,39.07,40.3,38.21,22.61,34.89,44.49,39.19,39.89,37.72,36.75,33.26,31.27,29.87,31.15,32.51,23.3,40.6,44.44,45.38,42.53,41.74,41.25,38.84,39.8,38.98,39.01,38.13,22.8,42.99,42.46,49.55,47.72,41.4,42.96,39.53,39.87,40.55,40.8,40.74,22.56,45.16,50.22,51.05,46.21,41.43,40.85,37.95,38.26,36.97,37.52,36.32,23.78,49.35,54.37,52.43,51.75,46.75,46.5,41.61,42.3,42.5,42.72,40.83,0,NLP,albert,-1,inst,True,e412_inst_albert_vnla,1,False,none,8,[11],-1,seq-webred,1.0,vanilla_nlp,1e-05,uniform,32,30,1,True,gp,False,False,False
4,88.0,54.55,34.3,29.69,25.5,24.44,23.18,22.63,25.12,22.47,20.92,25.27,22.62,24.88,22.98,19.6,21.79,21.41,21.23,22.43,16.92,19.95,18.99,17.46,-2.39,-81.79,81.79,4.0,26.29,29.71,28.57,32.0,68.57,70.86,77.14,76.57,78.86,84.57,89.71,89.14,22.9,27.01,24.33,40.62,60.54,63.59,67.21,69.44,71.56,71.96,72.19,72.15,15.97,16.1,14.85,25.26,52.28,67.06,71.01,75.58,73.54,71.41,69.01,69.61,18.52,24.17,24.29,34.08,51.55,61.82,64.17,65.28,63.27,62.52,60.84,61.2,17.48,22.64,21.36,30.3,46.89,66.79,72.72,73.68,71.32,68.3,66.97,66.72,16.98,22.16,23.76,32.05,46.11,64.68,70.35,71.43,64.58,63.65,62.32,61.74,16.46,23.04,23.59,30.87,44.8,70.19,73.49,73.89,71.36,68.65,63.86,63.92,15.0,22.51,22.19,27.69,41.54,73.14,73.29,75.0,72.3,69.33,66.69,66.52,13.57,20.26,20.58,26.44,41.73,64.74,66.49,67.51,67.36,63.63,61.82,61.32,16.95,23.06,24.26,28.37,46.17,71.72,71.27,70.74,70.34,68.41,66.95,65.76,16.64,21.63,22.55,23.0,44.54,69.97,70.52,67.9,64.35,63.8,61.78,59.29,18.08,24.23,24.72,31.88,45.71,70.05,70.16,67.62,64.57,63.59,63.23,62.51,17.46,24.18,25.07,30.28,46.04,70.43,68.66,66.33,62.8,61.19,58.82,59.79,20.74,24.86,25.76,31.89,47.37,74.69,74.58,71.99,69.56,67.1,63.26,62.33,20.57,24.97,25.74,29.3,43.95,68.46,69.06,68.09,65.59,62.82,58.58,58.34,20.35,23.96,26.12,29.86,46.79,70.01,71.87,69.07,64.72,62.14,60.99,60.53,19.46,24.11,26.59,32.76,50.37,72.08,71.73,69.0,66.68,64.31,61.57,60.99,18.95,22.39,24.94,31.1,49.63,73.46,73.88,71.5,68.69,66.65,63.17,62.24,18.99,22.59,24.62,29.98,50.24,73.07,72.47,71.14,68.77,66.89,64.59,64.3,20.13,22.88,24.69,29.87,52.46,73.33,74.1,73.94,73.28,70.82,66.68,66.14,19.19,22.02,24.87,31.62,51.36,75.94,74.59,73.68,69.35,67.96,63.71,63.38,18.61,23.0,26.03,32.47,50.1,74.79,73.01,70.72,67.96,66.05,62.9,61.84,18.49,21.34,24.26,32.27,53.19,75.42,72.78,69.25,66.43,64.92,62.76,61.98,18.07,20.86,23.97,32.69,54.16,76.6,72.79,69.11,64.39,61.68,59.51,59.27,0,NLP,bert,-1,inst,True,e412_inst_bert_vnla,1,False,none,8,[11],-1,seq-webred,1.0,vanilla_nlp,1e-05,uniform,32,30,1,True,gp,False,False,False
